Field ID,Label,Kind,Declared type,Declared format,Data types actually seen,JSON path,Contract path,Repeats?,Read-only?,Filled on long-term (count),Filled on long-term (%),Filled on short-term (count),Filled on short-term (%),Distinct values,Min,25th percentile,Median,75th percentile,Max,First filled at milestone,In legacy catalog?,Sample values withheld because
L168,HUD1 Borr - Adj Unpaid By Seller Assmt From Date,standard,DateTime,DATE,date x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '212')].hud1LineItemFromDate,loan.closingDocument.respaHudDetails[(lineNumber == '212')].hud1LineItemFromDate,no,no,1,0.2,0,0,1,,,,,,,no,
L169,HUD1 Borr - Adj Unpaid By Seller Assmt To Date,standard,DateTime,DATE,date x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '212')].hud1LineItemToDate,loan.closingDocument.respaHudDetails[(lineNumber == '212')].hud1LineItemToDate,no,no,1,0.2,0,0,1,,,,,,,no,
L170,HUD1 Borr - Adj Unpaid By Seller Assmt Amt,standard,Decimal,DECIMAL_2,float x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '212')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '212')].lineItemAmount,no,no,1,0.2,0,0,1,,,,,,,no,
L171,HUD1 Seller - Adj Unpaid By Seller Assmt From Date,standard,DateTime,DATE,date x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '512')].hud1LineItemFromDate,loan.closingDocument.respaHudDetails[(lineNumber == '512')].hud1LineItemFromDate,no,no,1,0.2,0,0,1,,,,,,,no,
L172,HUD1 Seller - Adj Unpaid By Seller Assmt To Date,standard,DateTime,DATE,date x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '512')].hud1LineItemToDate,loan.closingDocument.respaHudDetails[(lineNumber == '512')].hud1LineItemToDate,no,no,1,0.2,0,0,1,,,,,,,no,
L173,HUD1 Seller - Adj Unpaid By Seller Assmt Amt,standard,Decimal,DECIMAL_2,float x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '512')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '512')].lineItemAmount,no,no,1,0.2,0,0,1,,,,,,,no,
L174,HUD1 Borr - Adj Unpaid By Seller Oth 1 Descr,standard,String,STRING,str x12,$.closingDocument.respaHudDetails[?(@.lineNumber == '213')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '213')].lineItemDescription,no,no,12,2.4,0,0,12,,,,,,Purchasing Conditions,no,
L175,HUD1 Borr - Adj Unpaid By Seller Oth 1 Amt,standard,Decimal,DECIMAL_2,float x8 | int x4,$.closingDocument.respaHudDetails[?(@.lineNumber == '213')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '213')].lineItemAmount,no,no,12,2.4,0,0,12,131.68,1253.9475,3421.29,3876.53,27000,Purchasing Conditions,no,
L176,HUD1 Seller - Adj Unpaid By Seller Oth 1 Descr,standard,String,STRING,str x8,$.closingDocument.respaHudDetails[?(@.lineNumber == '513')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '513')].lineItemDescription,no,no,8,1.6,0,0,8,,,,,,Purchasing Conditions,no,
L177,HUD1 Seller - Adj Unpaid By Seller Oth 1 Amt,standard,Decimal,DECIMAL_2,float x6 | int x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '513')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '513')].lineItemAmount,no,no,8,1.6,0,0,8,131.68,787.38,2591.935,3749.69,27000,Purchasing Conditions,no,
L178,HUD1 Borr - Adj Unpaid By Seller Oth 2 Descr,standard,String,STRING,str x9,$.closingDocument.respaHudDetails[?(@.lineNumber == '214')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '214')].lineItemDescription,no,no,9,1.8,0,0,9,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
L179,HUD1 Borr - Adj Unpaid By Seller Oth 2 Amt,standard,Decimal,DECIMAL_2,float x8 | int x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '214')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '214')].lineItemAmount,no,no,9,1.8,0,0,9,141.94,827.94,1187.57,4878.695,10042.97,Purchasing Conditions,no,
L180,HUD1 Seller - Adj Unpaid By Seller Oth 2 Descr,standard,String,STRING,str x5,$.closingDocument.respaHudDetails[?(@.lineNumber == '514')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '514')].lineItemDescription,no,no,5,1,0,0,5,,,,,,,no,
L181,HUD1 Seller - Adj Unpaid By Seller Oth 2 Amt,standard,Decimal,DECIMAL_2,float x5,$.closingDocument.respaHudDetails[?(@.lineNumber == '514')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '514')].lineItemAmount,no,no,5,1,0,0,5,141.94,664.755,3240.4,7725.18,10042.97,,no,
L182,HUD1 Borr - Adj Unpaid By Seller Oth 3 Descr,standard,String,STRING,str x8,$.closingDocument.respaHudDetails[?(@.lineNumber == '215')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '215')].lineItemDescription,no,no,8,1.6,0,0,8,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
L183,HUD1 Borr - Adj Unpaid By Seller Oth 3 Amt,standard,Decimal,DECIMAL_2,float x6 | int x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '215')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '215')].lineItemAmount,no,no,7,1.4,0,0,7,7.44,112.9,343.74,2714.89,10350,Purchasing Conditions,no,
L184,HUD1 Seller - Adj Unpaid By Seller Oth 3 Descr,standard,String,STRING,str x4,$.closingDocument.respaHudDetails[?(@.lineNumber == '515')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '515')].lineItemDescription,no,no,4,0.8,0,0,4,,,,,,,no,
L185,HUD1 Seller - Adj Unpaid By Seller Oth 3 Amt,standard,Decimal,DECIMAL_2,float x3 | int x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '515')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '515')].lineItemAmount,no,no,4,0.8,0,0,4,7.44,33.805,209.785,7839.1675,10350,,no,
L186,HUD1 Borr - Adj Unpaid By Seller Oth 4 Descr,standard,String,STRING,str x4,$.closingDocument.respaHudDetails[?(@.lineNumber == '216')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '216')].lineItemDescription,no,no,4,0.8,0,0,4,,,,,,,no,identifying-or-high-cardinality
L187,HUD1 Borr - Adj Unpaid By Seller Oth 4 Amt,standard,Decimal,DECIMAL_2,float x4,$.closingDocument.respaHudDetails[?(@.lineNumber == '216')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '216')].lineItemAmount,no,no,4,0.8,0,0,4,595.16,861.7125,1685.715,3133.5525,3608.05,,no,
L188,HUD1 Seller - Adj Unpaid By Seller Oth 4 Descr,standard,String,STRING,str x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '516')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '516')].lineItemDescription,no,no,1,0.2,0,0,1,,,,,,,no,
L189,HUD1 Seller - Adj Unpaid By Seller Oth 4 Amt,standard,Decimal,DECIMAL_2,float x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '516')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '516')].lineItemAmount,no,no,1,0.2,0,0,1,,,,,,,no,
L190,HUD1 Borr - Adj Unpaid By Seller Oth 5 Descr,standard,String,STRING,str x3,$.closingDocument.respaHudDetails[?(@.lineNumber == '217')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '217')].lineItemDescription,no,no,3,0.6,0,0,3,,,,,,,no,identifying-or-high-cardinality
L191,HUD1 Borr - Adj Unpaid By Seller Oth 5 Amt,standard,Decimal,DECIMAL_2,float x2 | int x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '217')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '217')].lineItemAmount,no,no,3,0.6,0,0,3,26.03,26.03,519.68,2625,2625,,no,
L192,HUD1 Seller - Adj Unpaid By Seller Oth 5 Descr,standard,String,STRING,str x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '517')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '517')].lineItemDescription,no,no,2,0.4,0,0,2,,,,,,,no,
L193,HUD1 Seller - Adj Unpaid By Seller Oth 5 Amt,standard,Decimal,DECIMAL_2,float x1 | int x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '517')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '517')].lineItemAmount,no,no,2,0.4,0,0,2,,,,,,,no,
L194,HUD1 Borr - Adj Unpaid By Seller Oth 6 Descr,standard,String,STRING,str x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '218')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '218')].lineItemDescription,no,no,2,0.4,0,0,2,,,,,,,no,identifying-or-high-cardinality
L195,HUD1 Borr - Adj Unpaid By Seller Oth 6 Amt,standard,Decimal,DECIMAL_2,float x1 | int x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '218')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '218')].lineItemAmount,no,no,2,0.4,0,0,2,,,,,,,no,
L198,HUD1 Borr - Adj Unpaid By Seller Oth 7 Descr,standard,String,STRING,str x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '219')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '219')].lineItemDescription,no,no,1,0.2,0,0,1,,,,,,,no,
L199,HUD1 Borr - Adj Unpaid By Seller Oth 7 Amt,standard,Decimal,DECIMAL_2,float x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '219')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '219')].lineItemAmount,no,no,1,0.2,0,0,1,,,,,,,no,
L202,HUD1 Borr - Total Paid By/For Borr,standard,Decimal,DECIMAL_2,int x674 | float x22,$.closingDocument.respaHudDetails[?(@.lineNumber == '220')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '220')].lineItemAmount,no,yes,450,91.8,223,88.8,492,120000,210000,375000,450000,637500,Started,no,identifying-or-high-cardinality
L203,HUD1 Seller - Total Reduction Amt Due Seller,standard,Decimal,DECIMAL_2,float x29 | int x5,$.closingDocument.respaHudDetails[?(@.lineNumber == '520')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '520')].lineItemAmount,no,yes,32,6.5,2,0.8,34,25,5798.75,27465.81,86171.755,343614.9,Investor Delivery,no,identifying-or-high-cardinality
L206,HUD1 Borr - Cash From Borr,standard,Decimal,DECIMAL_2,float x616 | int x144,$.closingDocument.respaHudDetails[?(@.lineNumber == '303')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '303')].lineItemAmount,no,yes,488,99.6,250,99.6,693,2245,2256.97,2345,106399.155,776618.03,Started,no,identifying-or-high-cardinality
L206R,Trans Details Cash From/To Borr,standard,Decimal,DECIMAL_2,float x616 | int x144,$.closingDocument.respaHudDetails[?(@.lineNumber == '303')].realValue,loan.closingDocument.respaHudDetails[(lineNumber == '303')].realValue,no,yes,488,99.6,250,99.6,694,-776618.03,2245,2256.97,2356.97,540895,Started,no,identifying-or-high-cardinality
L207,HUD1 Seller - Cash To Seller,standard,Decimal,DECIMAL_2,int x298 | float x33,$.closingDocument.respaHudDetails[?(@.lineNumber == '603')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '603')].lineItemAmount,no,yes,112,22.9,208,82.9,222,100000,280000,360000,465000,1250000,Started,no,identifying-or-high-cardinality
L207R,Trans Details Cash From/To Seller,standard,Decimal,DECIMAL_2,int x298 | float x33,$.closingDocument.respaHudDetails[?(@.lineNumber == '603')].realValue,loan.closingDocument.respaHudDetails[(lineNumber == '603')].realValue,no,yes,112,22.9,208,82.9,222,100000,280000,360000,465000,1250000,Started,no,identifying-or-high-cardinality
L211,Line 701 Division of Comm Amt,standard,Decimal,DECIMAL_2,int x1,$.fees[?(@.feeType == 'UserDefinedFee_701')].amount,loan.fees[(feeType == 'UserDefinedFee_701')].amount,no,no,1,0.2,0,0,1,,,,,,,no,
L212,Line 701 Division of Comm To,standard,String,STRING,str x1,$.fees[?(@.feeType == 'UserDefinedFee_701')].paidToName,loan.fees[(feeType == 'UserDefinedFee_701')].paidToName,no,no,1,0.2,0,0,1,,,,,,,no,
L213,Line 702 Division of Comm Amt,standard,Decimal,DECIMAL_2,int x1,$.fees[?(@.feeType == 'UserDefinedFee_702')].amount,loan.fees[(feeType == 'UserDefinedFee_702')].amount,no,no,1,0.2,0,0,1,,,,,,,no,
L214,Line 702 Division of Comm To,standard,String,STRING,str x1,$.fees[?(@.feeType == 'UserDefinedFee_702')].paidToName,loan.fees[(feeType == 'UserDefinedFee_702')].paidToName,no,no,1,0.2,0,0,1,,,,,,,no,
L215,Line 703 Comm Paid at Settlement Borr,standard,Decimal,DECIMAL_2,int x1,$.fees[?(@.feeType == 'CommissionPaid')].borPaidAmount,loan.fees[(feeType == 'CommissionPaid')].borPaidAmount,no,no,1,0.2,0,0,1,,,,,,,no,
L216,Line 703 Comm Paid at Settlement Seller,standard,Decimal,DECIMAL_2,int x6,$.fees[?(@.feeType == 'CommissionPaid')].sellerPaidAmount,loan.fees[(feeType == 'CommissionPaid')].sellerPaidAmount,no,no,6,1.2,0,0,6,9000,9112.5,16425,26156.25,27225,,no,
L217,Line 704 Other Comm Descr,standard,String,STRING,str x4,$.fees[?(@.feeType == 'UserDefinedFee_704')].paidToName,loan.fees[(feeType == 'UserDefinedFee_704')].paidToName,no,no,4,0.8,0,0,4,,,,,,,no,identifying-or-high-cardinality
L218,Line 704 Other Comm Borr,standard,Decimal,DECIMAL_2,int x1,$.fees[?(@.feeType == 'UserDefinedFee_704')].borPaidAmount,loan.fees[(feeType == 'UserDefinedFee_704')].borPaidAmount,no,no,1,0.2,0,0,1,,,,,,,no,
L219,Line 704 Other Comm Seller,standard,Decimal,DECIMAL_2,int x3,$.fees[?(@.feeType == 'UserDefinedFee_704')].sellerPaidAmount,loan.fees[(feeType == 'UserDefinedFee_704')].sellerPaidAmount,no,no,3,0.6,0,0,3,8900,8900,26500,30000,30000,,no,
L228,Fees MI Applic Fee Borr,standard,Decimal,DECIMAL_2,int x714,$.fees[?(@.feeType == 'MortgageInspectionFee')].borPaidAmount,loan.fees[(feeType == 'MortgageInspectionFee')].borPaidAmount,no,no,474,96.7,229,91.2,7,950,1200,1595,1595,2000,Started,no,
L244,Fees Interest From,standard,DateTime,DATE,date x312,$.fees[?(@.feeType == 'PrepaidInterest')].fromDate,loan.fees[(feeType == 'PrepaidInterest')].fromDate,no,no,287,58.6,18,7.2,154,,,,,,Started,no,identifying-or-high-cardinality
L245,Fees Interest To,standard,DateTime,DATE,date x404,$.fees[?(@.feeType == 'PrepaidInterest')].toDate,loan.fees[(feeType == 'PrepaidInterest')].toDate,no,no,288,58.8,110,43.8,18,,,,,,Started,no,
L248,File Contacts Mtg Ins Co Name,standard,String,STRING,str x1,$.fees[?(@.feeType == 'MortgageInsurancePremium')].paidToName,loan.fees[(feeType == 'MortgageInsurancePremium')].paidToName,no,no,0,0,1,0.4,1,,,,,,,no,identifying-or-high-cardinality
L251,Fees Hazard Ins # of Mos Paid in Advanced,standard,Int,INTEGER,int x29,$.fees[?(@.feeType == 'HazardInsurancePremium')].numberOfMonths,loan.fees[(feeType == 'HazardInsurancePremium')].numberOfMonths,no,no,23,4.7,0,0,1,12,12,12,12,12,Investor Delivery,no,
L252,File Contacts Hazard Ins Co Name,standard,String,STRING,str x284,$.fees[?(@.feeType == 'HazardInsurancePremium')].paidToName,loan.fees[(feeType == 'HazardInsurancePremium')].paidToName,no,no,215,43.9,67,26.7,86,,,,,,Loan Setup,no,identifying-or-high-cardinality
L259,Fees Line 907 Descr,standard,String,STRING,str x79,$.fees[?(@.feeType == 'UserDefined_906')].paidToName,loan.fees[(feeType == 'UserDefined_906')].paidToName,no,no,26,5.3,53,21.1,28,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
L260,Fees Line 907 Borr,standard,Decimal,DECIMAL_2,float x70 | int x7,$.fees[?(@.feeType == 'UserDefined_906')].borPaidAmount,loan.fees[(feeType == 'UserDefined_906')].borPaidAmount,no,no,24,4.9,53,21.1,76,92,298.745,1197.735,1921.285,5454.72,Purchasing Conditions,no,identifying-or-high-cardinality
L261,Fees Line 907 Seller,standard,Decimal,DECIMAL_2,float x1,$.fees[?(@.feeType == 'UserDefined_906')].sellerPaidAmount,loan.fees[(feeType == 'UserDefined_906')].sellerPaidAmount,no,no,1,0.2,0,0,1,,,,,,,no,
L267,Fees City Prop Tax # Mos,standard,Int,INTEGER,int x12,$.fees[?(@.feeType == 'SchoolTaxes')].numberOfMonths,loan.fees[(feeType == 'SchoolTaxes')].numberOfMonths,no,no,11,2.2,0,0,6,2,2,2.5,5.75,12,Purchasing Conditions,no,identifying-or-high-cardinality
L268,Fees City Prop Tax Per Mo,standard,Decimal,DECIMAL_2,float x4 | int x1,$.fees[?(@.feeType == 'SchoolTaxes')].monthlyPayment,loan.fees[(feeType == 'SchoolTaxes')].monthlyPayment,no,no,5,1,0,0,5,28.22,53.425,107,459.465,796.06,,no,identifying-or-high-cardinality
L269,Fees City Prop Tax Borr,standard,Decimal,DECIMAL_2,float x4 | int x1,$.fees[?(@.feeType == 'SchoolTaxes')].borPaidAmount,loan.fees[(feeType == 'SchoolTaxes')].borPaidAmount,no,yes,5,1,0,0,5,141.1,231.05,737.22,1665.87,2388.18,,no,identifying-or-high-cardinality
L351,HUD1 Borr - Settlement Charges to Borr,standard,Decimal,DECIMAL_2,float x614 | int x118,$.closingDocument.respaHudDetails[?(@.lineNumber == '103')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '103')].lineItemAmount,no,no,489,99.8,232,92.4,670,2245,2256.97,2345,7332.21,580895,Started,no,identifying-or-high-cardinality
L352,HUD1 Seller - Reduc Due To Seller Settlmnt Chrgs,standard,Decimal,DECIMAL_2,float x25 | int x7,$.closingDocument.respaHudDetails[?(@.lineNumber == '502')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '502')].lineItemAmount,no,no,30,6.1,2,0.8,32,25,3457.75,7344.8,24484.13,37227.77,Investor Delivery,no,identifying-or-high-cardinality
L724,REGZ Loan Info Rescission Date,standard,DateTime,DATE,date x1,$.closingDocument.rescissionDate,loan.closingDocument.rescissionDate,no,no,0,0,0,0,1,,,,,,,no,
L726,Disclosed Sales Price,standard,Decimal,DECIMAL_2,int x329 | float x1,$.closingCost.disclosedSalesPrice,loan.closingCost.disclosedSalesPrice,no,no,111,22.7,208,82.9,202,95000,260000,350000,465000,1250000,Started,no,identifying-or-high-cardinality
L770,REGZ Loan Info Document Date,standard,DateTime,DATE,date x297,$.closingDocument.documentPreparationDate,loan.closingDocument.documentPreparationDate,no,no,210,42.9,84,33.5,137,,,,,,Docs Out,no,identifying-or-high-cardinality
L812,Closing Draw State,standard,String,STATE,str x319,$.closingDocument.drawState,loan.closingDocument.drawState,no,no,311,63.5,4,1.6,2,,,,,,Started,no,
L827,Closing Draw City,standard,String,STRING,str x319,$.closingDocument.drawCity,loan.closingDocument.drawCity,no,no,311,63.5,4,1.6,6,,,,,,Started,no,identifying-or-high-cardinality
LATEFEESETTING.X4,Correspondent Loan Status - External Late Fee Settings - GracePeriodLaterOf,standard,Int,INTEGER,int x772,$.correspondent.lfsGracePeriodLaterOf,loan.correspondent.lfsGracePeriodLaterOf,no,no,490,100,251,100,1,1,1,1,1,1,Started,no,
LATEFEESETTING.X12,Correspondent Loan Status - External Late Fee Settings - DayCleared,standard,Int,INTEGER,int x772,$.correspondent.lfsDayCleared,loan.correspondent.lfsDayCleared,no,no,490,100,251,100,1,1,1,1,1,1,Started,no,
LCP.X1,Loan Compensation Plan - Brrower/Lender Paid,standard,String,STRING,str x758,$.loCompensation.whoPaidCompensation,loan.loCompensation.whoPaidCompensation,no,no,482,98.4,251,100,1,,,,,,Started,no,
LCP.X2,Loan Compensation Plan - Wholesale/Broker Plan Details - Loan Originator Name,standard,String,STRING,str x1,$.loCompensation.loanOriginatorName,loan.loCompensation.loanOriginatorName,no,no,0,0,0,0,1,,,,,,,no,identifying-or-high-cardinality
LCP.X18,Loan Compensation Plan - Wholesale/Broker Plan Details - Loan Originator ID,standard,String,STRING,str x1,$.loCompensation.loanOriginatorId,loan.loCompensation.loanOriginatorId,no,no,0,0,0,0,1,,,,,,,no,
LCP.X21,Loan Compensation Plan - Loan Officer Plan Details - Loan Officer Name,standard,String,STRING,str x265,$.loCompensation.loanOriginatorNameForOfficer,loan.loCompensation.loanOriginatorNameForOfficer,no,no,151,30.8,112,44.6,16,,,,,,Started,no,identifying-or-high-cardinality
LE1.X2,Loan Estimate - Loan Term Years,standard,Int,INTEGER,int x754,$.closingCost.loanEstimate1.loanTermYears,loan.closingCost.loanEstimate1.loanTermYears,no,no,490,100,246,98,4,1,1,30,30,40,Started,no,
LE1.X3,Loan Estimate - Loan Term Months,standard,Int,INTEGER,int x5,$.closingCost.loanEstimate1.loanTermMonths,loan.closingCost.loanEstimate1.loanTermMonths,no,no,0,0,4,1.6,3,1,6,18,18,18,,no,
LE1.X4,Loan Estimate - Loan Purpose,standard,String,STRING,str x734,$.closingCost.loanEstimate1.loanPurpose,loan.closingCost.loanEstimate1.loanPurpose,no,no,459,93.7,250,99.6,3,,,,,,Started,no,
LE1.X5,Product Description,standard,String,STRING,str x765,$.closingCost.loanEstimate1.loanProduct,loan.closingCost.loanEstimate1.loanProduct,no,no,490,100,250,99.6,6,,,,,,Started,no,
LE1.X6,Loan Estimate - Rate Lock Expiration Time,standard,String,STRING,str x772,$.closingCost.loanEstimate1.rateLockExpirationTime,loan.closingCost.loanEstimate1.rateLockExpirationTime,no,no,490,100,251,100,1,,,,,,Started,no,
